ID,Date,Profit,Capacity_Score,Area,Age,Food_Diversity_Score,Type,Price_Range,Lat,Long,City,State
16037,11/27/2058,122437.1229,3,Suburbs,Developed,6,Cafeteria,3,40.52481,-111.50985,Midway,UT
16038,11/28/2058,150358.0458,3,Downtown,Developed,5,Banquet,4,41.01959,-111.67577,Morgan,UT
16039,11/29/2058,98125.40874,1,Suburbs,Recent,3,Full Service Restaurant,1,40.39216,-110.42923,Mountain Home,UT
16040,11/30/2058,138166.697,5,Downtown,Recent,4,Cafeteria,5,40.17198,-109.99552,Myton,UT
16041,12/1/2058,81789.54153,3,Downtown,Developed,4,Cafeteria,5,40.44996,-110.0181,Neola,UT
16042,12/2/2058,130822.5854,3,Downtown,Well-Known,1,Cafeteria,1,40.84113,-111.91693,North Salt Lake,UT
16043,12/3/2058,142161.1347,1,Downtown,Developed,6,Banquet,5,40.77872,-111.08246,Oakley,UT
16044,12/4/2058,124058.9715,3,Suburbs,Well-Known,3,Banquet,4,41.12649,-111.99017,Hill Afb,UT
16045,12/5/2058,198212.9174,4,Suburbs,Developed,7,Full Service Restaurant,3,40.31425,-111.7104,Orem,UT
16046,12/6/2058,158241.0117,4,Suburbs,Well-Known,6,Cafeteria,1,40.28728,-111.7278,Orem,UT
16047,12/7/2058,131370.2781,5,Suburbs,Well-Known,5,Banquet,2,40.65236,-111.50183,Park City,UT
16048,12/8/2058,201836.1022,5,Downtown,Recent,1,Full Service Restaurant,2,40.75259,-111.34282,Peoa,UT
16049,12/9/2058,142013.7188,6,Downtown,Developed,6,Banquet,5,40.43484,-111.67779,Pleasant Grove,UT
16050,12/10/2058,116393.1266,4,Downtown,Recent,9,Cafeteria,3,39.98758,-109.70237,Randlett,UT
16051,12/11/2058,195266.1077,2,Downtown,Developed,10,Banquet,1,41.68381,-111.12536,Randolph,UT
16052,12/12/2058,146440.2956,7,Suburbs,Developed,2,Full Service Restaurant,4,40.4954,-111.94443,Riverton,UT
16053,12/13/2058,145696.1374,4,Downtown,Recent,1,Banquet,3,40.32926,-110.02869,Roosevelt,UT
16054,12/14/2058,166476.9776,4,Downtown,Recent,6,Full Service Restaurant,2,41.17183,-112.04814,Roy,UT
16055,12/15/2058,180716.534,3,Downtown,Recent,4,Full Service Restaurant,4,40.3814,-112.49747,Rush Valley,UT
16056,12/16/2058,93169.87237,4,Suburbs,Developed,10,Banquet,4,40.577,-111.88907,Sandy,UT
16057,12/17/2058,153147.9067,6,Downtown,Well-Known,3,Cafeteria,2,40.41818,-112.31834,Stockton,UT
16058,12/18/2058,142311.2711,4,Suburbs,Developed,5,Cafeteria,4,40.35538,-110.66026,Tabiona,UT
16059,12/19/2058,179115.9262,1,Suburbs,Well-Known,1,Cafeteria,3,40.35652,-110.435,Talmage,UT
16060,12/20/2058,198979.4703,5,Suburbs,Developed,8,Full Service Restaurant,2,40.55929,-112.27335,Tooele,UT
16061,12/21/2058,83431.09304,7,Suburbs,Well-Known,1,Cafeteria,3,41.08139,-112.07974,Syracuse,UT
16062,12/22/2058,108387.5553,4,Suburbs,Well-Known,9,Banquet,2,40.46648,-109.84551,Tridell,UT
16063,12/23/2058,188099.5231,6,Downtown,Recent,6,Full Service Restaurant,2,40.62968,-109.48291,Vernal,UT
16064,12/24/2058,178720.9792,7,Downtown,Developed,8,Cafeteria,2,40.09995,-112.4301,Vernon,UT
16065,12/25/2058,187679.3119,3,Suburbs,Developed,9,Full Service Restaurant,3,40.60284,-112.03764,West Jordan,UT
16066,12/26/2058,119198.5914,7,Downtown,Recent,9,Full Service Restaurant,5,40.36581,-111.39533,Wallsburg,UT
16067,12/27/2058,138443.7437,7,Suburbs,Recent,6,Banquet,2,40.86034,-113.67265,Wendover,UT
16068,12/28/2058,164584.8437,4,Downtown,Recent,2,Banquet,1,40.62288,-111.96464,West Jordan,UT
16069,12/29/2058,94552.88608,2,Suburbs,Developed,9,Cafeteria,5,40.58696,-109.92909,Whiterocks,UT
16070,12/30/2058,140358.2151,6,Downtown,Developed,3,Banquet,4,41.47983,-111.22871,Woodruff,UT
16071,12/31/2058,183039.7428,2,Downtown,Recent,7,Full Service Restaurant,2,40.88573,-111.93128,Woods Cross,UT
16072,1/1/2059,156390.3283,4,Downtown,Developed,10,Full Service Restaurant,3,40.59515,-111.96092,West Jordan,UT
16073,1/2/2059,146952.1359,1,Suburbs,Well-Known,5,Banquet,3,40.55778,-111.74311,Sandy,UT
16074,1/3/2059,121325.4036,3,Downtown,Recent,3,Full Service Restaurant,3,40.59475,-111.82855,Sandy,UT
16075,1/4/2059,147903.1773,6,Suburbs,Well-Known,2,Full Service Restaurant,4,40.57188,-111.86214,Sandy,UT
16076,1/5/2059,162461.9001,3,Downtown,Developed,4,Full Service Restaurant,5,40.55724,-111.9789,South Jordan,UT
16077,1/6/2059,178225.8073,3,Suburbs,Well-Known,8,Banquet,2,40.51368,-112.09853,Herriman,UT
16078,1/7/2059,116397.974,3,Downtown,Developed,4,Banquet,3,40.30481,-111.67313,Orem,UT
16079,1/8/2059,169586.3402,1,Downtown,Well-Known,7,Cafeteria,3,40.73472,-111.53432,Park City,UT
16080,1/9/2059,81858.68825,6,Suburbs,Recent,5,Banquet,2,40.75643,-111.90012,Salt Lake City,UT
16081,1/10/2059,180669.011,2,Downtown,Well-Known,6,Banquet,4,40.76021,-111.86439,Salt Lake City,UT
16082,1/11/2059,145756.2368,5,Suburbs,Recent,10,Full Service Restaurant,1,40.79519,-111.84247,Salt Lake City,UT
16083,1/12/2059,88139.89954,2,Suburbs,Developed,10,Cafeteria,5,40.74865,-111.98221,Salt Lake City,UT
16084,1/13/2059,89537.54691,5,Downtown,Developed,1,Cafeteria,5,40.73826,-111.85954,Salt Lake City,UT
16085,1/14/2059,155000.9118,3,Downtown,Developed,7,Full Service Restaurant,4,40.70674,-111.85571,Salt Lake City,UT
16086,1/15/2059,162284.5442,3,Downtown,Developed,1,Cafeteria,5,40.65805,-111.88444,Salt Lake City,UT
16087,1/16/2059,83167.39517,3,Suburbs,Developed,4,Cafeteria,1,40.7899,-111.73783,Salt Lake City,UT
16088,1/17/2059,149471.1538,2,Downtown,Developed,9,Banquet,1,40.70266,-111.70607,Salt Lake City,UT
16089,1/18/2059,124612.522,2,Suburbs,Developed,3,Full Service Restaurant,1,40.75591,-111.88397,Salt Lake City,UT
16090,1/19/2059,188632.4668,3,Downtown,Developed,3,Full Service Restaurant,1,40.76504,-111.84139,Salt Lake City,UT
16091,1/20/2059,124028.418,7,Suburbs,Recent,4,Full Service Restaurant,4,40.7603,-111.83585,Salt Lake City,UT
16092,1/21/2059,155193.3865,2,Suburbs,Developed,2,Cafeteria,5,40.71451,-111.89271,Salt Lake City,UT
16093,1/22/2059,99268.00541,7,Suburbs,Developed,9,Banquet,1,40.79988,-111.9573,Salt Lake City,UT
16094,1/23/2059,128920.1552,5,Suburbs,Developed,8,Cafeteria,2,40.66104,-111.83464,Salt Lake City,UT
16095,1/24/2059,167735.6565,5,Suburbs,Well-Known,7,Full Service Restaurant,3,40.6535,-112.01342,Salt Lake City,UT
16096,1/25/2059,153562.2204,4,Suburbs,Well-Known,3,Cafeteria,4,40.70158,-111.94607,West Valley City,UT
16097,1/26/2059,165354.161,3,Downtown,Recent,4,Banquet,2,40.69747,-112.00121,West Valley City,UT
16098,1/27/2059,107816.0468,3,Downtown,Recent,3,Cafeteria,3,40.62561,-111.69818,Salt Lake City,UT
16099,1/28/2059,90167.55002,4,Suburbs,Recent,9,Cafeteria,2,40.65882,-111.92161,Salt Lake City,UT
16100,1/29/2059,148197.9717,7,Suburbs,Developed,3,Banquet,3,40.67722,-111.81329,Salt Lake City,UT
16101,1/30/2059,105740.6129,5,Suburbs,Well-Known,5,Banquet,3,40.70043,-112.04676,West Valley City,UT
16102,1/31/2059,182283.873,2,Suburbs,Developed,5,Banquet,3,40.77044,-111.9011,Salt Lake City,UT
16103,2/1/2059,83907.57774,7,Suburbs,Recent,6,Cafeteria,3,41.6082,-112.13016,Bear River City,UT
16104,2/2/2059,162088.7428,6,Suburbs,Developed,8,Full Service Restaurant,2,41.54808,-112.04562,Brigham City,UT
16105,2/3/2059,164873.2448,5,Suburbs,Developed,5,Cafeteria,5,41.81658,-111.99687,Cache Junction,UT
16106,2/4/2059,129186.0997,2,Suburbs,Recent,6,Full Service Restaurant,3,41.94419,-112.07563,Clarkston,UT
16107,2/5/2059,182043.5178,4,Downtown,Developed,1,Banquet,2,41.79265,-112.06399,Collinston,UT
16108,2/6/2059,156701.2528,4,Suburbs,Developed,4,Full Service Restaurant,5,41.51548,-112.49332,Corinne,UT
16109,2/7/2059,151040.4294,3,Suburbs,Developed,7,Cafeteria,1,41.96115,-111.98642,Cornish,UT
16110,2/8/2059,187512.606,4,Downtown,Recent,2,Banquet,5,41.71408,-112.09835,Deweyville,UT
16111,2/9/2059,114688.1775,4,Downtown,Recent,4,Cafeteria,4,41.33537,-111.84949,Eden,UT
16112,2/10/2059,134148.7761,6,Downtown,Developed,6,Cafeteria,2,41.8237,-112.11604,Fielding,UT
16113,2/11/2059,135964.6263,2,Suburbs,Well-Known,10,Banquet,3,41.77904,-112.15365,Garland,UT
16114,2/12/2059,97329.97391,2,Downtown,Well-Known,8,Cafeteria,1,41.65759,-113.96194,Grouse Creek,UT
16115,2/13/2059,190520.6711,6,Downtown,Developed,5,Banquet,3,41.64845,-112.09289,Honeyville,UT
16116,2/14/2059,97390.53653,6,Downtown,Well-Known,10,Banquet,2,41.16686,-112.13653,Hooper,UT
16117,2/15/2059,100711.3967,3,Downtown,Well-Known,3,Cafeteria,2,41.76767,-112.4778,Howell,UT
16118,2/16/2059,204038.9625,1,Downtown,Recent,4,Full Service Restaurant,5,41.30437,-111.61868,Huntsville,UT
16119,2/17/2059,110636.7345,6,Suburbs,Well-Known,9,Banquet,3,41.80258,-111.81368,Hyde Park,UT
16120,2/18/2059,166806.3071,6,Suburbs,Well-Known,2,Banquet,1,41.61013,-111.6665,Hyrum,UT
16121,2/19/2059,109685.4918,5,Suburbs,Developed,5,Full Service Restaurant,1,41.96481,-111.84864,Lewiston,UT
16122,2/20/2059,130011.2517,1,Downtown,Well-Known,4,Full Service Restaurant,5,41.80001,-111.68546,Logan,UT
16123,2/21/2059,95609.89066,5,Downtown,Recent,3,Cafeteria,2,41.48788,-111.9526,Mantua,UT
16124,2/22/2059,141795.2807,3,Downtown,Developed,10,Cafeteria,1,41.72579,-111.99278,Mendon,UT
16125,2/23/2059,154006.3757,7,Downtown,Developed,2,Cafeteria,3,41.67062,-111.81782,Millville,UT
16126,2/24/2059,172751.2974,7,Downtown,Developed,10,Banquet,4,41.87166,-111.99469,Newton,UT
16127,2/25/2059,96676.20822,1,Downtown,Recent,1,Cafeteria,3,41.54584,-111.83476,Paradise,UT
16128,2/26/2059,101430.4863,2,Suburbs,Recent,9,Full Service Restaurant,5,41.76545,-113.41927,Park Valley,UT
16129,2/27/2059,127271.8043,4,Suburbs,Well-Known,1,Banquet,5,41.92693,-112.16341,Plymouth,UT
16130,2/28/2059,196105.7491,6,Downtown,Developed,8,Banquet,1,41.94851,-112.27356,Portage,UT
16131,3/1/2059,149315.796,6,Downtown,Well-Known,8,Full Service Restaurant,1,41.69996,-111.81217,Providence,UT
16132,3/2/2059,160612.7499,3,Downtown,Developed,2,Cafeteria,5,41.90907,-111.81106,Richmond,UT
16133,3/3/2059,202958.3455,2,Downtown,Developed,5,Full Service Restaurant,1,41.78256,-112.14763,Riverside,UT
16134,3/4/2059,123867.359,6,Downtown,Developed,9,Banquet,3,41.83119,-111.8788,Smithfield,UT
16135,3/5/2059,160117.7085,2,Downtown,Developed,9,Banquet,2,41.90957,-112.77871,Snowville,UT
16136,3/6/2059,114617.4254,6,Suburbs,Developed,9,Banquet,5,41.76588,-112.31807,Tremonton,UT
16137,3/7/2059,182024.9755,3,Suburbs,Recent,3,Full Service Restaurant,1,41.91124,-111.93872,Trenton,UT
16138,3/8/2059,111067.6697,7,Downtown,Developed,2,Banquet,1,41.62534,-111.94442,Wellsville,UT
16139,3/9/2059,151849.3219,4,Downtown,Developed,5,Banquet,4,41.37974,-112.04637,Willard,UT
16140,3/10/2059,128752.189,5,Downtown,Well-Known,1,Banquet,5,41.77584,-111.80695,Logan,UT
16141,3/11/2059,179747.5221,7,Suburbs,Recent,1,Full Service Restaurant,1,41.21865,-112.03814,Ogden,UT
16142,3/12/2059,92054.0092,2,Downtown,Developed,7,Cafeteria,1,41.19446,-111.90253,Ogden,UT
16143,3/13/2059,193557.4239,2,Suburbs,Well-Known,5,Full Service Restaurant,1,41.27066,-112.11644,Ogden,UT
16144,3/14/2059,187569.5445,3,Downtown,Recent,1,Banquet,1,41.15797,-111.96657,Ogden,UT
16145,3/15/2059,179347.7595,4,Downtown,Developed,7,Full Service Restaurant,3,41.32192,-111.9762,Ogden,UT
16146,3/16/2059,129224.6081,4,Downtown,Developed,8,Banquet,5,39.547,-110.76031,Price,UT
16147,3/17/2059,193132.6789,4,Downtown,Developed,9,Full Service Restaurant,2,37.56298,-109.41441,Blanding,UT
16148,3/18/2059,155279.0959,2,Suburbs,Recent,9,Cafeteria,4,37.13715,-109.57122,Bluff,UT
16149,3/19/2059,134667.7897,6,Suburbs,Recent,4,Cafeteria,4,39.24423,-111.00988,Castle Dale,UT
16150,3/20/2059,97134.72055,6,Downtown,Well-Known,6,Cafeteria,4,38.9426,-109.17929,Cisco,UT
16151,3/21/2059,211183.8288,2,Downtown,Well-Known,5,Full Service Restaurant,3,39.143,-111.06883,Clawson,UT
16152,3/22/2059,138523.5512,5,Downtown,Developed,1,Cafeteria,4,39.39247,-110.89036,Cleveland,UT
16153,3/23/2059,145884.1098,2,Suburbs,Recent,3,Cafeteria,5,39.52915,-110.42051,East Carbon,UT
16154,3/24/2059,146352.1121,2,Suburbs,Well-Known,1,Full Service Restaurant,2,39.42156,-110.78186,Elmo,UT
16155,3/25/2059,123413.7,7,Downtown,Well-Known,5,Banquet,2,38.92041,-111.19993,Emery,UT
16156,3/26/2059,133687.1248,3,Suburbs,Well-Known,1,Banquet,2,39.09447,-111.19997,Ferron,UT
16157,3/27/2059,128830.5025,2,Downtown,Recent,3,Cafeteria,4,38.94652,-110.25453,Green River,UT
16158,3/28/2059,160596.303,6,Downtown,Recent,2,Cafeteria,5,39.74541,-110.94615,Helper,UT
16159,3/29/2059,173213.0918,5,Downtown,Developed,4,Cafeteria,5,39.40956,-111.07856,Huntington,UT
16160,3/30/2059,117789.5724,4,Downtown,Developed,8,Banquet,2,39.67943,-110.82074,Kenilworth,UT
16161,3/31/2059,158294.9948,1,Suburbs,Well-Known,4,Banquet,4,38.2889,-109.16129,La Sal,UT
16162,4/1/2059,169897.9403,4,Downtown,Recent,1,Cafeteria,3,37.15828,-109.88439,Mexican Hat,UT
16163,4/2/2059,169409.6137,5,Suburbs,Developed,4,Banquet,4,38.50073,-109.53381,Moab,UT
16164,4/3/2059,192186.9852,2,Downtown,Recent,3,Banquet,1,37.56105,-110.43123,Lake Powell,UT
16165,4/4/2059,151372.6543,2,Downtown,Recent,7,Banquet,2,37.25309,-109.23317,Montezuma Creek,UT
16166,4/5/2059,193375.1558,4,Suburbs,Recent,6,Full Service Restaurant,3,37.99929,-109.56779,Monticello,UT
16167,4/6/2059,139467.1921,4,Downtown,Well-Known,9,Banquet,5,37.12298,-110.3505,Monument Valley,UT
16168,4/7/2059,139059.0238,5,Downtown,Recent,1,Full Service Restaurant,5,39.32972,-111.19802,Orangeville,UT
16169,4/8/2059,143929.9344,3,Suburbs,Well-Known,8,Cafeteria,4,39.69371,-110.27228,Sunnyside,UT
16170,4/9/2059,107465.771,6,Downtown,Developed,10,Banquet,5,39.24348,-109.43536,Thompson,UT
16171,4/10/2059,108720.3802,7,Suburbs,Developed,5,Cafeteria,2,39.54221,-110.73512,Wellington,UT
16172,4/11/2059,90327.03195,4,Suburbs,Recent,7,Banquet,2,40.22724,-111.69697,Provo,UT
16173,4/12/2059,105869.1911,5,Downtown,Well-Known,4,Cafeteria,5,40.34321,-111.5913,Provo,UT
16174,4/13/2059,173580.0438,1,Downtown,Developed,7,Full Service Restaurant,1,40.21444,-111.62555,Provo,UT
16175,4/14/2059,108972.6808,3,Suburbs,Developed,9,Full Service Restaurant,2,38.91484,-111.92771,Aurora,UT
16176,4/15/2059,70782.94861,3,Suburbs,Recent,3,Cafeteria,3,39.05132,-111.82568,Axtell,UT
16177,4/16/2059,148732.1276,4,Suburbs,Recent,2,Full Service Restaurant,4,39.10383,-111.82172,Centerfield,UT
16178,4/17/2059,123744.957,6,Downtown,Well-Known,8,Full Service Restaurant,4,39.45609,-111.58605,Chester,UT
16179,4/18/2059,161758.2171,6,Downtown,Well-Known,4,Cafeteria,4,39.40755,-112.83985,Delta,UT
16180,4/19/2059,146387.0819,6,Suburbs,Recent,5,Cafeteria,2,39.90261,-112.00195,Elberta,UT
16181,4/20/2059,199113.3484,3,Suburbs,Developed,1,Full Service Restaurant,2,39.35416,-111.56517,Ephraim,UT
16182,4/21/2059,170021.9456,4,Suburbs,Recent,7,Full Service Restaurant,1,39.97343,-112.20579,Eureka,UT
16183,4/22/2059,88744.67088,2,Suburbs,Well-Known,4,Cafeteria,4,39.80007,-111.47028,Fairview,UT
16184,4/23/2059,184695.5412,7,Downtown,Developed,4,Full Service Restaurant,3,39.29518,-111.81731,Fayette,UT
16185,4/24/2059,80712.82017,1,Downtown,Well-Known,2,Cafeteria,3,38.95992,-112.38345,Fillmore,UT
16186,4/25/2059,184296.9297,1,Suburbs,Well-Known,3,Banquet,3,39.62017,-111.65825,Fountain Green,UT
16187,4/26/2059,216612.1304,2,Downtown,Well-Known,2,Full Service Restaurant,1,39.97,-111.90429,Goshen,UT
16188,4/27/2059,159329.9934,3,Downtown,Recent,8,Banquet,3,39.1584,-111.81108,Gunnison,UT
16189,4/28/2059,164806.8584,3,Downtown,Recent,3,Full Service Restaurant,5,39.40218,-112.72509,Hinckley,UT
16190,4/29/2059,133632.3965,7,Downtown,Well-Known,9,Full Service Restaurant,2,39.14063,-112.33894,Holden,UT
16191,4/30/2059,151134.9655,4,Suburbs,Recent,1,Full Service Restaurant,3,38.72278,-112.49285,Kanosh,UT
16192,5/1/2059,115288.4462,3,Downtown,Recent,10,Banquet,1,39.49963,-112.26359,Leamington,UT
16193,5/2/2059,206738.7832,3,Downtown,Well-Known,7,Full Service Restaurant,2,39.50438,-111.88128,Levan,UT
16194,5/3/2059,137456.9699,4,Downtown,Recent,8,Cafeteria,3,39.49824,-112.38168,Lynndyl,UT
16195,5/4/2059,107788.0839,5,Suburbs,Recent,2,Cafeteria,3,39.28853,-111.61537,Manti,UT
16196,5/5/2059,212774.9633,2,Downtown,Well-Known,3,Full Service Restaurant,1,39.11518,-111.71294,Mayfield,UT
16197,5/6/2059,132260.7297,7,Downtown,Developed,7,Full Service Restaurant,1,39.84447,-111.8442,Mona,UT
16198,5/7/2059,170447.9932,2,Suburbs,Well-Known,1,Full Service Restaurant,2,39.54217,-111.61378,Moroni,UT
16199,5/8/2059,201908.1126,2,Suburbs,Developed,10,Full Service Restaurant,4,39.54111,-111.41587,Mount Pleasant,UT
16200,5/9/2059,186751.2078,4,Downtown,Recent,5,Full Service Restaurant,5,39.68585,-111.86448,Nephi,UT
16201,5/10/2059,195253.7214,1,Downtown,Well-Known,4,Full Service Restaurant,5,39.33902,-112.33759,Oak City,UT
16202,5/11/2059,194748.7449,7,Suburbs,Developed,10,Full Service Restaurant,1,39.95422,-111.71464,Payson,UT
16203,5/12/2059,127704.4577,2,Suburbs,Developed,8,Cafeteria,4,39.01694,-111.86822,Redmond,UT
16204,5/13/2059,187411.6059,7,Downtown,Developed,9,Banquet,3,40.02761,-111.64407,Salem,UT
16205,5/14/2059,165171.9142,6,Downtown,Developed,7,Full Service Restaurant,5,38.87875,-111.62476,Salina,UT
16206,5/15/2059,95874.11778,2,Downtown,Recent,4,Cafeteria,3,39.97373,-111.80373,Santaquin,UT
16207,5/16/2059,146900.7503,2,Suburbs,Developed,6,Banquet,5,39.13949,-112.07459,Scipio,UT
16208,5/17/2059,170309.9102,3,Suburbs,Well-Known,10,Cafeteria,2,38.81494,-111.9393,Sigurd,UT
16209,5/18/2059,172796.7121,6,Suburbs,Well-Known,7,Cafeteria,2,40.06445,-111.56862,Spanish Fork,UT
16210,5/19/2059,186596.0461,1,Suburbs,Well-Known,10,Banquet,1,39.43194,-111.47365,Spring City,UT
16211,5/20/2059,200004.7899,4,Suburbs,Developed,9,Full Service Restaurant,4,40.16568,-111.49505,Springville,UT
16212,5/21/2059,149282.492,6,Downtown,Developed,2,Full Service Restaurant,1,40.11509,-111.56511,Mapleton,UT
16213,5/22/2059,136311.6861,5,Suburbs,Recent,5,Cafeteria,3,39.19799,-111.66517,Sterling,UT
16214,5/23/2059,189836.8222,6,Downtown,Developed,7,Full Service Restaurant,3,39.49209,-111.65333,Wales,UT
16215,5/24/2059,113397.7381,4,Suburbs,Developed,4,Banquet,4,38.67463,-111.83313,Richfield,UT
16216,5/25/2059,134971.4628,7,Suburbs,Recent,10,Banquet,1,37.4756,-112.49915,Alton,UT
16217,5/26/2059,150044.0182,5,Suburbs,Well-Known,3,Banquet,1,38.67624,-112.00587,Annabella,UT
16218,5/27/2059,211111.5387,3,Downtown,Developed,8,Full Service Restaurant,2,37.99958,-111.94426,Antimony,UT
16219,5/28/2059,197031.4816,2,Downtown,Developed,4,Full Service Restaurant,5,38.32633,-112.54937,Beaver,UT
16220,5/29/2059,100466.7758,6,Downtown,Recent,9,Cafeteria,2,37.8477,-113.72807,Beryl,UT
16221,5/30/2059,160963.1424,3,Downtown,Developed,5,Full Service Restaurant,1,38.28997,-111.54894,Bicknell,UT
16222,5/31/2059,179786.1174,6,Downtown,Well-Known,4,Full Service Restaurant,4,37.96476,-111.44665,Boulder,UT
16223,6/1/2059,171733.0358,3,Downtown,Well-Known,5,Full Service Restaurant,3,37.53954,-112.04512,Cannonville,UT
16224,6/2/2059,148274.2071,2,Downtown,Well-Known,7,Cafeteria,2,37.67542,-112.80149,Brian Head,UT
16225,6/3/2059,167014.5803,3,Downtown,Developed,1,Full Service Restaurant,2,37.58866,-113.16826,Cedar City,UT
16226,6/4/2059,116831.3253,7,Suburbs,Developed,2,Cafeteria,5,37.87876,-113.20454,Cedar City,UT
16227,6/5/2059,80657.04358,4,Suburbs,Developed,1,Cafeteria,3,37.44017,-113.61312,Central,UT
16228,6/6/2059,168224.8781,7,Downtown,Recent,4,Full Service Restaurant,4,38.17953,-112.25043,Circleville,UT
16229,6/7/2059,122135.9866,4,Suburbs,Well-Known,1,Banquet,3,38.67525,-112.14893,Elsinore,UT
16230,6/8/2059,192743.0223,2,Suburbs,Recent,5,Full Service Restaurant,2,37.53615,-113.76936,Enterprise,UT
16231,6/9/2059,153044.5743,4,Downtown,Recent,7,Cafeteria,5,37.73904,-111.59129,Escalante,UT
16232,6/10/2059,103370.7973,3,Downtown,Developed,5,Cafeteria,5,39.25789,-113.92729,Garrison,UT
16233,6/11/2059,162519.6571,6,Suburbs,Well-Known,4,Full Service Restaurant,3,37.36657,-112.60246,Glendale,UT
16234,6/12/2059,133220.398,6,Suburbs,Well-Known,6,Full Service Restaurant,4,38.73619,-112.00509,Glenwood,UT
16235,6/13/2059,123704.4799,6,Suburbs,Well-Known,4,Full Service Restaurant,1,38.27526,-112.85381,Greenville,UT
16236,6/14/2059,211722.1778,3,Downtown,Recent,9,Full Service Restaurant,4,38.4454,-111.9023,Greenwich,UT
16237,6/15/2059,98542.26522,6,Downtown,Recent,5,Cafeteria,4,37.33081,-113.8966,Gunlock,UT
16238,6/16/2059,133756.4544,3,Downtown,Developed,7,Full Service Restaurant,5,38.30074,-110.64158,Hanksville,UT
16239,6/17/2059,168675.4826,5,Downtown,Recent,7,Banquet,1,37.64061,-112.43069,Hatch,UT
16240,6/18/2059,105805.7824,3,Downtown,Recent,8,Cafeteria,5,37.55015,-111.99608,Henrieville,UT
16241,6/19/2059,158118.6819,2,Suburbs,Developed,3,Cafeteria,1,37.09795,-113.23307,Hurricane,UT
16242,6/20/2059,136196.2203,5,Suburbs,Developed,10,Banquet,5,37.17879,-113.70683,Ivins,UT
16243,6/21/2059,154527.4488,1,Downtown,Well-Known,10,Banquet,3,38.63428,-112.31568,Joseph,UT
16244,6/22/2059,169109.4929,3,Suburbs,Well-Known,5,Full Service Restaurant,3,38.27519,-112.25306,Junction,UT
16245,6/23/2059,94982.15912,7,Suburbs,Developed,6,Banquet,3,37.18055,-112.30607,Kanab,UT
16246,6/24/2059,127725.4318,7,Suburbs,Recent,1,Cafeteria,5,37.54024,-113.2051,Kanarraville,UT
16247,6/25/2059,128880.1451,3,Suburbs,Developed,9,Banquet,1,38.17418,-112.13845,Kingston,UT
16248,6/26/2059,161922.5591,5,Downtown,Developed,6,Full Service Restaurant,4,38.58047,-111.89864,Koosharem,UT
16249,6/27/2059,130883.9893,5,Suburbs,Developed,8,Full Service Restaurant,1,37.23152,-113.24466,La Verkin,UT
16250,6/28/2059,159029.6582,3,Downtown,Well-Known,5,Banquet,4,37.24275,-113.35624,Leeds,UT
16251,6/29/2059,192199.688,4,Downtown,Well-Known,4,Full Service Restaurant,4,38.40658,-111.64383,Loa,UT
16252,6/30/2059,185211.5112,7,Suburbs,Well-Known,3,Banquet,2,38.41847,-111.53617,Lyman,UT
16253,7/1/2059,161393.3373,3,Downtown,Developed,5,Full Service Restaurant,5,38.44529,-112.19569,Marysvale,UT
16254,7/2/2059,157385.3307,7,Downtown,Well-Known,3,Full Service Restaurant,2,38.48633,-113.0578,Milford,UT
16255,7/3/2059,162047.1066,1,Suburbs,Developed,6,Banquet,5,38.20899,-112.89068,Minersville,UT
16256,7/4/2059,142901.0841,5,Downtown,Well-Known,10,Full Service Restaurant,4,37.98971,-113.88556,Modena,UT
16257,7/5/2059,183289.7393,1,Suburbs,Recent,8,Full Service Restaurant,1,38.62331,-112.10996,Monroe,UT
16258,7/6/2059,117188.6365,7,Downtown,Recent,8,Cafeteria,5,37.23671,-112.78611,Mount Carmel,UT
16259,7/7/2059,185583.0442,1,Suburbs,Well-Known,2,Full Service Restaurant,3,37.59004,-113.54194,Newcastle,UT
16260,7/8/2059,85256.51464,5,Suburbs,Recent,4,Banquet,5,37.45599,-113.25131,New Harmony,UT
16261,7/9/2059,83685.52737,4,Suburbs,Developed,8,Cafeteria,5,37.30207,-112.76235,Orderville,UT
16262,7/10/2059,116598.5516,5,Suburbs,Recent,6,Banquet,2,37.90784,-112.39486,Panguitch,UT
16263,7/11/2059,158044.863,2,Downtown,Recent,6,Banquet,4,37.93734,-112.67608,Paragonah,UT
16264,7/12/2059,154560.7864,3,Suburbs,Developed,3,Banquet,2,37.87441,-112.84236,Parowan,UT
16265,7/13/2059,131518.5439,7,Downtown,Well-Known,10,Banquet,4,37.47132,-112.74162,Duck Creek Village,UT
16266,7/14/2059,150181.2494,5,Downtown,Well-Known,3,Full Service Restaurant,5,37.14232,-113.07054,Rockville,UT
16267,7/15/2059,90615.92612,5,Downtown,Well-Known,7,Cafeteria,2,37.61843,-112.17352,Bryce,UT
16268,7/16/2059,146968.7614,4,Suburbs,Recent,6,Full Service Restaurant,1,37.12813,-113.67604,Santa Clara,UT
16269,7/17/2059,160812.4769,5,Suburbs,Developed,2,Full Service Restaurant,3,38.57636,-112.31712,Sevier,UT
16270,7/18/2059,178906.5552,1,Downtown,Well-Known,2,Full Service Restaurant,4,37.237,-112.98642,Springdale,UT
16271,7/19/2059,208256.0061,1,Suburbs,Well-Known,5,Full Service Restaurant,4,37.17567,-113.60824,Saint George,UT
16272,7/20/2059,199503.0003,7,Suburbs,Well-Known,10,Full Service Restaurant,1,37.78078,-112.93863,Summit,UT
